共同安排离间计,调,鼓执针批芢抛挠掘炝调
共同的期望,月,弱撒鸣益倪娥兑仙茜月
共同等候在梅前,棋,妩雉糜熹画定仨粑砖棋
共同复习,翕,飞仵畸蠢敏叮炅鼎哀翕
共同改变旧体制,黄,吸昨近妒罕窈碍猪挠黄
共有白云心,其,活门骞舒扉康呗忍慨其
佝偻,躬,醢檄秆汇优鳞旬捉贡躬
狗洞,突,咳骞味嫌傲才尺淼撵突
狗仗人势,伏,骗怷导哽旺城锄垤路伏
孤帆半隐江水流,巩,复夙漾怀礼槊语篑抨巩
孤月高悬轩窗上 双星低垂翠楼前,翻,汝盛憔呈酆伏你泡泳翻
古币,错,冈围振后崇悠言认邪错
古来江左一轮圆,湖,借功鲈殓肴谅兼甮茜湖
古来征战几人回,笑,朩湿救桁均诃裤盘室笑
古梅半放人相偎,保,朔桝溏闸庵冷捱泫甄保
古钱串起缺一枚,南,溪剥殡天膀辽隙邓羚南
古桥错映留残红,嗦,寇肙肿拂涉膜悼近秋嗦
古尸解剖,剧,缈佛敖漕显秩钎画噎剧
古寺倚修竹,等,唁九妃吸箕洵凶芜对等
古台之下草自生,莒,娱嚻偕梨也瓦诗午揍莒
古田改革旧貌改,茴,亚具矮伊喵办衣溢纲茴
古调,田,了谬溧掘里猴串奎叔田
古稀回归故园中,辕,誉滥迢酤骂沾馈悠奇辕
古稀人格在,哗,啻妗铧本妲浑炮皮估哗
古稀犹画眉,鸨,咔娩虽牲马邓荆绷诎鸨
古稀之年垂钓钩,轧,恒嫁喳牧鲸意荣最啪轧
古稀之年雄心在,华,途閤面士指琪当舴枣华
古稀之翁传佳话 点滴助人谱新篇,烨,眭逍乘扎晃娬兆与嵩烨
古运河畔,沽,垭在逼佧洽镯狄涧楂沽
古运河畔新月影,活,雨韶啭脇晗夏浙瘦鑫活
谷,季,促苛萧目谧占抵欠盔季
故乡,野,兆葛烟窥诵肖预钙产野
瓜熟蒂落,爪,川榻札毒妞苂寿皿怏爪
刮骨疗毒,谬,褫惹兹兖迁凄拴樱鳅谬
鳏寡孤独,合,霁屑区誉望皈芦响惚合
光明在前需努力,肋,斌涓呢丈俅玲课抨悻肋
广寒宫,臀,沌笃娑故簧坊璐冐媳臀
广寒宫上度重阳,胃,粗忘且涨圭潇僵刽寄胃
广寒买酒见微山,湖,辍沈瑭膏怜答吏怀干湖
广积粮,饨,磨阀控阜痴锗仫邓甭饨
广结慧心人,庚,挖黯夂弋但钊暖汽骑庚
广阔天地 大有作为,庆,門赏者晨莠北踵烟寨庆
广植草和树,麻,芔冉孙宛投忘啊沃再麻
广州在眼前,着,股宁悉辐甍做荀瑛眠着
归帆西来,帅,冀享鲨焚泰卡岁瓢搏帅
归鸿云头过 飞入缺月中,夷,碍蔷酚螳咒污擞噎档夷
归来黄耳报平安,狞,宛爧命尺兄路铺鄙剑狞
归去来辞,皈,掰叫潇洱刊碧牡贡豳皈
归卧南山陲,岿,狱吹犁糖枋脊浕驰池岿
归雁洛阳边,洇,傅抗选旺皛鳅靖晕今洇
闺阁,姹,硼狄就备抹斋凡亡酤姹
闺中人侧立,佳,俱奁阵侣噎抵姜骊很佳
闺中少女,娃,肌昵姘郓坯箕户杭沼娃
桂花重开放,馥,偓笋络第嫣昫肿燊蛸馥
桂林宜人处 不在林木间,佳,淅洼欣茜艮幸酣轰耋佳
国际妇女大团结,姻,颜荨贾奈莒吹绥技王姻
国内劳动力输出,莹,皈免毕枝谦盖咨志久莹
国庆巧逢八月半,均,匕也籁谛唉妾趇車溢均
果,楞,趣若鸣旮双昼登呗彰楞
果断有力,男,禀瘁蜃桌柿启枯乏取男
过春节,时,晷尢夯淑饲何洋仁符时
海枯,每,郝相连困擦町井芯饴每
海棠开后残梅落,淌,无乃仫喉穹阳巾怎绦淌
海味山珍,鲜,知皛些荔稀兴惩脀黍鲜
海峡两岸今团聚,涔,沔克农摸崇佬崽烋软涔
汉寿侯独挡阵前,掷,瓜研符幼嬉尒晤浦治掷
旱,泛,骒拱肿冗掱层师荀梢泛
旱天雷,田,长漫诤竟礴蕴臀样剧田
颔,吓,恪佛宿壕伞妯九两衙吓
行不得也哥哥,竞,帕火译莺趁嗦薤体谧竞
行行重行行,兖,早碛似缠驯浓够知芭兖
行乐须及春,栎,咳蕊鞋常蚀彼敫隽塑栎
行人弓箭各在腰,夷,朽操当碎厌洽鸽竖王夷
行水入海流,毓,坚茭斌倍背获揪鬼侩毓
行者留信,储,匣蚊匕戌二驾栓牧舞储
行者休于树,公,妻汾抨中县日妈甥必公
行舟却遇水纵横,愆,内荃疑副渥忍则历芷愆
好榜样 在前头,婪,绸腫圯东烛糊炮求欢婪
号召上下用心改革,啁,另药酸粥澡氢氧碎啦啁
禾高没了人,千,苹捅辽忌叨泌酆旱衍千
禾苗脱颖而出,顷,竖绸锗蜗鉴犬赔汀倮顷
合二而一,面,伯认觑北峨厘瑭舞新面
合金小挂锁,贝,得谤挫巴躲利犹躯包贝
合十,拼,酝似跻志薇鹅仲惶狩拼
合十而坐,丛,弼番贾审始粀漩圉瘤丛
合十见如来,姑,膝宓烛鑫苫督苣嘴炸姑
合纵连横,舍,抵啪畸隧诘匡石谣荒舍
合纵连横千古在,舌,竟崽觥些奉往莠蓝栎舌
何处觅芳踪,荷,简吵娟赵困嵘亚敬僵荷
何需杀人灭口,丁,礴找享乱家霜浮腰镰丁
和哥哥度“六一”,竞,绮鳞氙崭笛芕嗟閒竺竞
和局,抨,者首借诃衔岗悠垒蚊抨
河边一棵弯头树,滦,槐电抒鹏锉仆拨蠢碳滦
河灯半明灭,汀,莠汰怒秦棵弁旌荏墓汀
褐衣破落 羞丑难遮,羯,吊妍梨但诡空鲜砷弟羯
恨其把心变,恳,蛙落赎登涢跳大条庐恳
横斜枝乱划参差,著,荔板蜓瞬满语扎呢汽著
烘云托月,育,宵苜彤荕斥诳毓裸卉育
红边黄盖蓝底白字,蕴,岬确炸柚醄故王摈泞蕴
红了樱桃,哧,责篑掠毒煮衿己扏殉哧
红梅半放,繁,另胥列萍御蚕两异篇繁
红娘,姝,岆梦垛轲洛订筵蛇萦姝
后半部续前半部,陪,娟责洵私芷译除蓄绮陪
后备不足前功尽弃,务,玑雨魅喂霁鸽悬股丹务
后发制人,仅,嵩疽掩傲奁胜俶贪勇仅
后悔村前曾相会,梅,轭荐帼滞牷箱唉氟硼梅
后悔年初阔别去,母,娶廖锄佞敬量鳞址佣母
后来居上,尺,蚤镰鸣奢箫枫喊房嫔尺
后来者居上,屠,夂山农饲杜煜纹破侑屠
后勤上前方,另,仕恒傅葬检诀茓杀歹另
后遗症,瘤,抠惠您羡赵区蓟钻令瘤
狐裘,被,蜃漫佳吟竺但叩恭剂被
胡心岛下横山隐,鸪,腥郴煮肩儒剧臆蛙必鸪
湖边新月照台前,泓,氧刽肰霜甄胶槊妞攀泓
湖区古迹少 造林重安排,潸,呕晗参汊遍炅慑芕馈潸
湖中浮萍,苦,蛙私民洞社腐悟戌浇苦
虎跑泉,演,陛运肕纭囩吴培药智演
户外星光映叠峦,屈,钓娴炉石茹示钞耍酵屈
花残犹散二分香,稽,來漕噪聊氮珠粇戚坝稽
花草掩映独木桥,荣,诗症弁感提菇夥潇哉荣
花落明年依旧开,馥,针尤我浕漪芕忌耽倡馥
花落人亡两不知,七,翡艽幸元鳗刻垄违程七
划分三种人,何,蛞母匀墙家必倮案鞭何
华沙姑娘,婆,棣晕垒考旧苔窍福饥婆
化却冰冻柳新生,栋,崔鹃储裹擦滦枢稔酥栋
画中包头,甸,呀仲努聘罂笳新蚴漾甸
画中人侧立,佃,斋樽玷须忌楫如晓柬佃
怀古西江月,湖,线类稀晖氮铎俑作诲湖
环山草色映秋波,瞄,泓挼姚冷远隋実职锈瞄
幻觉,觑,嫁梗给蚕叩咄倍坑闩觑
换岗,便,全慑趾抨吊针储局仑便
皇城根儿,享,仅杏皫助办挂榨芢囡享
皇袍,袭,回犹掘彩子兴示杳胶袭
黄河由此水可清,共,期涉楂烨奶砷室哉提共
黄昏前后,昔,替嘶害叹噎庙涟切准昔
黄昏时节雨滴疏,酒,瞬谁裙跌冐厢姣众嬉酒
黄梅天,零,掰霜苂涓拥卑吗庐听零
蝗,豁,贾嗟赴携敫皱渊蜃蒜豁
挥泪各东西,浑,害均煌糟粘绡姝勿乃浑
挥手告别,军,技邡勿踵河主悠稼楂军
回顾莆田三十载,哺,僧靥渑佑是罡曰霄弦哺
回来团圆,贝,拂湄剥盔异德泌尼瞐贝
回来作一点调查,檀,澎瞄九男莓适导步岬檀
回心转意太原来,姘,蹲檎默瞩滤蠱朝却阅姘
会当凌绝顶,云,扑瞇拨孩甄逢陪亮羯云
会后勿要说,人,酥厢庵渣梳慧剩挫躯人
会流于海水去悠悠,毓,黟继姻声笑凬嘉笞实毓
会上一致同意,奇,启棚系涟碍碳待惨答奇
会说话的眼睛,冒,更敦脵萍缈骊屠自顷冒
喙,噙,亏闯椿胃嫩虱惚皈涂噙
昏头昏脑,氏,意橹吾溜著霉佑周囵氏
火箭,矩,曱葛获活妄芆提梨岂矩
火烧横山,灵,伙急辉琴俸伒允府籁灵
火烧横山半毁林,棂,马宽嫖挡鲈干项淄政棂
火腿,人,鳞邪挖绦肩吩录蚴以人
饥不择食,几,床舛黄媚儿泅软迪渠几
机床出厂展新容,梵,礼氏替虎堪表佑判脇梵
机动,朵,宝恬牯垫普立跺郴顶朵
机构变动,朵,尽垃炕杂自唁谭沪吓朵
机构改革,朵,相趴谦灸氽更问僮韧朵
机构改革刚开始,剁,酵柘恢莹鲜惩渗苹敬剁
鸡长角,酋,佞骥藻值稽廊猎荷酸酋
积累点点滴滴 写成上集下集,樵,捅莺杂久掰哗躺兹伊樵
激情奔放情难留,泊,瘸哥苹畔栩嬉窍愿办泊
激战之前,沾,酊钍灭登町吞冣窯些沾
及第争先,闩,需争倦点把九翕篙轴闩
及早自立谱新篇,章,罕滥词鱽撑误唠囲烤章
吉普在奔驰,辆,俪驴倘伞台填隽潕娶辆
集合号,韶,仿侩憩罗挥哔曹纷瘸韶
几处小桥流水,沉,先妈苹婢吗它扳淄兹沉
几处早争暖树,栩,吉筏绘咔继忤视缰仆栩
几点残红,巩,缌隧坚幼闾迫副骏滇巩
几点残红落幽篁,筑,岂靶穹湃超亦扛殃甭筑
几点飞雁横斜,伉,脸渗伺汴炳尺豁匝穹伉
几点工作,巩,梳痛刊诸偿俄雇造荒巩
几点画帆带晚红,蛩,乔馬待觉冷妮泣蚁咐蛩
几点细雨滴滴金,湫,首磊苒啻废樵忖缓棚湫
几点细雨入秋来,湫,舒洞彭堡划窯恁啃斛湫
几点细雨湿梅花,漉,愚谧恐怪恨炙图渡吾漉
几点雁横塞,亢,昕窟锈疑薑庚杢曾件亢
几度暗香来,秃,蹄笈允卉钗毙水泺觥秃
几度芳心盼雁归,伉,捶懒惹梭栋封碜富葛伉
几朵分离又重逢,桑,闭昙儆肕彭亦隙惚韩桑
几回临水方离别,沿,讳腿嬉工暮飞营姿兵沿
几可乱真,租,房糖断庚闭安痢皮孬租
几片残云落城西,垒,递佞涂粉忤跟霓视恨垒
几片残云缀空中,垒,浍民又唯云悲裤赴讣垒
己巳年末庚午头,驼,鄯馥忖阵碜暇捉笞侦驼
记者为人浑忌己,储,贾珀卖檀佰车竺彰翁储
祭江,湃,苿放瞬胥淀第郡霍朊湃
寄人篱下,禽,齐窖瞒势到徉目狳考禽
加工出口,功,洞碑垤宜荷沔狩琅易功
加加减减,圭,波甾敬旨射燕玩冥舱圭
加另减减得十分,封,诡税狎全芊漫岿骨鲁封
加一点有四边,方,由韩纵叫杭妲矧花泵方
佳节又重阳,倡,沽靠宿炸戈圄毕葆槑倡
家庭商场,闹,看桑悠脊澧巢阵剥草闹
夹道春临花弄影,楷,写孔辇渭第划躬聒注楷
夹生饭,炊,姨厝姹宜听该员萧倒炊
甲乙丙丁,楠,苒诸闯婵暂位力痕享楠
价格减半,休,园围用静油玩漩耷泡休
稼轩选集,秆,记蔑钗粱忖掰盲区辖秆
稼轩自传,辩,拥湫现杉智劾佼整睹辩
尖端,小,途相妇兽评浦邡揭梧小
兼顾,盼,茀理涨亏池膀渐涔赫盼
减肥茶,杷,普伉扣柄首规翌筒炬杷
见到子离方悟觉,学,势马液戥盏棚乘素眭学
见人就笑,竺,跃樽舛菇伏矼犹瞬缁竺
涧水流终日,门,莫欲额岔族届妄釜尥门
江边残月映长安,涨,薨乱警扏畏告圭崔摹涨
江边放马伴停云,浒,翠坚查喑权夸洲逡皋浒
江边就是王家门,润,淞弯纵旖蚜畦偕吻锱润
江边老树枝已秃,澍,倍杠汕板伴鼩潘猎宙澍
江边留半影 纵横结相思,澎,滤偎伙姘街放尧螶酊澎
江边柳畔迎来客,溧,先士酤醒厘荏岭旭色溧
江边树里共谁来,汉,霸豁则卧闲梗鞭诎胷汉
江边一月照画中,渭,葬央脂拍斥人鲁渑录渭
江滨一曲寄相思,澧,芙刽亥杷硬生禽挥识澧
江东一别耳 悠然西北行,憨,碑邾甜啁妻龟邗眛业憨
江东一战息干戈,玷,愕呗出伊究蚕捺固滋玷
江帆半掩入篁影,筑,笛午罪量欣铢吻皆氢筑
江河东去晓星沉,浇,拌笙彰啁戌默襄满粉浇
江畔朝阳,汨,倮薯尢皱压峨痴眭韭汨
江畔逗留望雁飞,泾,楂郁愿辨粮捐吻阔笠泾
江畔孤舟溅浪花,沁,惜放站渴奏贷杂秕藻沁
江畔轻舟穿浪行,沁,杷糯愆发拄创痒闾羡沁
江畔日出花影重,混,早宽词肼诊哧皈荔皮混
江畔杨柳杜鹃鸣,潸,竿郎昨熄摆苟输准卸潸
江上落残梅,杠,正畲犹拌侠冈黟啤镇杠
江水流,工,滤囫魄樵协鑫狂犟沐工
江水南流,汞,烘睬俟扈确氙如琳祝汞
江水往下流,汞,千葛岚膝榻俎梀臼风汞
江水真下侧帆过,巩,鳍距摊胖辖件巡驷弥巩
江头潮已平,工,邱讹俱遥让乖俪庙弛工
江西变化马飞腾,滕,射役朩兑虻抨丽灵脉滕
江西电大,淹,囍悯蚤痘骡闸梅幼摈淹
江西分行,衍,飨切奻阀因侏娩撑玲衍
江西来了东北人,漆,珏吕婪篑爷嗟荟涓舛漆
江西木偶,淋,刌斯熹归灻贺墨娇纭淋
江西省变了样,渺,口淌绚囡朋压犁萍府渺
江西省开放,弄,肥茶皛晗卦档可午狗弄
江左残月上矣,泓,广剂警肰奠拖憾短温泓
江左当前明月归,消,岳蝇监米墨骡点阍帼消
将相和,斌,鸥另帝听泱凡瑜知筒斌
姜姑娘变了心,恙,箱括仿码伴匙舒欢箦恙
匠心独运竟出错,区,棺噬第管娥梅变离钟区
交换思想,惕,九谧蓦局琶嫣杀蛇蕴惕
交易所,阅,强蠲苞岌姐鲂症手割阅
脚,促,矛疲闯格梏争佗糜岌促
皆大欢喜,筷,氏浙前纸姘瞬俶忮浦筷
接连两球落点刁,羽,查秕节袱填捅危蚪皈羽
街心流水洗尘埃,衍,夂沿桥炙粘扇抒紤呕衍
节日晚会露一手,挽,多纥默倦异傲肴猛滉挽
节日有闲心,杳,缈裙榔瞬斤苒瞄埋烋杳
节日有鱼,鲁,翼斤纥買晤螳筋回弟鲁
节水节电意义大,淹,阵虑项怜予胞觅达宽淹
节约点滴人人有责,箦,闪浸繁边裤恬己灾酿箦
节约动力,云,肌挖啃戊讽俅趇罡胚云
节约开支上下动员,喷,持渴清柿椰纹倒诸喂喷
节约一点过好日子,绚,酝脑煽润析福囩头杠绚
节约应归本人,小,俘析猫涉铝岩英歆雷小
节奏分明,春,焚睹莠潘泾毓丛栈叩春
借才生财,贝,莹亿吻阂辜赏腔冰舢贝
巾帼逞威,戌,蕊仲帝俪晿票了吕烘戌
巾帼乒乓九压冠,婶,漕冬淝缆婪首菬室学婶
巾帼英雄,好,猛荷仇汊宾嗯箦跑辍好
今朝面貌改,萌,卒簸篱脆侏突引逍在萌
今南方已定,含,楷茵忧瓢宛溪闭钬汽含
今其室十无四五焉,闩,詊强堑之子所熊肥翠闩
今日把相思投正,鼓,氧尧焱僮南跛桝闲批鼓
今日四方成一统,晗,搬酿暑車闸贾锈册坚晗
今日相逢在前哨,晗,亭盏哑蒡禀楷亦曳漪晗
今天大扫除,一,赤蚤急挥摸部校鼹杭一
金木水火,坎,肋辽觥畀丙聪偕擦炝坎
金钱在旁边 滴水不沾边,镝,炳楫苗姿谢淳私森痕镝
金永年,铸,电驭澧本绘柯奋固亡铸
尽是缺点,尺,攀眵嚎汆忽剂戾惨细尺
进口连衣裙,尹,呵腿挟谈鸥起隆姗芜尹
进门就闹,市,荥伦孩泉牧拉造弋龟市
近朱者赤,赫,髓义柠调檎嚻告网瞩赫
禁止通行,赵,汴兖端封浪衡妹益秽赵
泾渭不可求,洽,挝朊泓茄烂玑娆戾康洽
经济支援,锄,芢骒扈闵噙尧施告琼锄
荆公欠安上表来,碧,辞殖愕你枢俄构精闾碧
精简机构,林,沸稼柴耿耆令窯瑗瓜林
井下作业,空,术日至棕宓线就滥圪空
镜中朱颜改,耋,暮丝筚缩刀剥伸妃瘸耋
九点,丸,邦峨跻树仿甍联砂灿丸
九点八点七点,染,万树陕判邪俶趾耆将染
九点共圆,丸,敦块碍孔敖从米闩肢丸
九九八十一,皋,可进乍箱送驻漓略丐皋
九九表,柏,暂谧咔驰呢夜俸惕守柏
九九话重阳,课,逑焚耽蝴墨臻手冥匕课
九九艳阳天,椿,戚便舍默泛腫时因拗椿
九九重阳,桓,支麦化材鹅诗彧医逢桓
九九重阳逢阴雨,霖,炊捌邮喋祝阎竡兖飨霖
九九重阳细雨斜,彬,主捱依楠坯妖觅虚暖彬
九里多一点,丸,酗阀描鸭查盼李稿办丸
九男九女,柯,操累安绿滕僵侦寒获柯
九十九,白,碜尤阜嗯舸卫筝央腾白
九十九公尺,粕,卦昙绪塔教鲜囍堤桥粕
九十九立方寸,怕,征兽赵蝉研证吠炰任怕
九时十分,辱,任艮天财扦帜症墅居辱
九星会聚,丸,擒钙钗竡垤袭俭晏耷丸
九月尚流汗,泫,麓诉巫卵佟李钨鲡翌泫
九月象限,畜,织糗恻被帚韧畀梢缈畜
九月重阳,畜,婆肖喂柯肛恚全恻蔷畜
九月重阳蝴蝶飞,蓄,荒抠斌拐晤斤捶鼓贺蓄
九月重阳菊放开,蓄,隶请艺畲楫哥焦沙郊蓄
九月重阳菊花后,蓄,同溧袭保糔秆澳剩扭蓄
九重春色,婪,医星昂昶栾得衅湖鹅婪
九重春色画中看,棵,械错店君讼觉露树韦棵
九重春色落西郊,郴,明糟闸多绢歼甩冰和郴
九重天,杳,按冷蛩辩哥蔷丛鲥贡杳
九重天上,杠,允七怒做兹颖惶退孟杠
九重天上逢故人,魅,绔嗯札型妪看畸芜的魅
九重天上一钩斜,香,奶持绦涔鸣磊滋器榴香
九重之渊,沐,朩樊德斥耿细唁蘑酸沐
九州送春归,桦,殚仫苟蚀懿毒㕣儡简桦
久旱逢甘霖,汗,笔笑洽汞羊斜耗咱邦汗
久雷不雨,田,跟桩巾攫雄掷哆满筒田
酒不沾边,酉,叔羔础迫冣竺茭湛虚酉
酒香淌尽已黄昏,酥,堡官钬歹韩驯兹棣障酥
旧貌变新颜,旦,臭映焱黑蓄卖淋懋钍旦
旧貌一改便转业,晋,纥辈韦钱辜眹峰鳍胕晋
旧貌已改放宽心,昔,桑又多庐峨横咱当捍昔
旧时离别日 把手欲语迟,寺,冰牛湿婆杳浑英祚兀寺
旧体制一改事业翻身,晋,忤付饼奋谁聒塾尼墙晋
厩,驴,挡继距悼牟羚绉泉杢驴
居心不善,亚,舒筒抗叩树耿屋塍悸亚
巨,奕,宋圆甍母筷被呢诱矩奕
俱往矣,篱,粤以跌钙贷孺枭褒晿篱
捐弃前嫌,兼,囧硼材球然勋圯逑吉兼
涓涓细流润心田,汁,喋蠲寇鱼杰烟鹃罐隐汁
卷首语,誉,匣烨亵虎潮涔渊潇昱誉
决命争首,次,暝奇梦泌扇崽羌逾檀次
军阀重开战,戏,焦疚店非嗤滴沈兀骒戏
军民亲如一家人,渔,我安晓穴附彬膝恣妒渔
君不君臣不臣,巨,崛羔做粘馋囼错昏恒巨
开放搞活创出高水平,括,雌晖韶忙菼架洽来绅括
开荒,壁,睬侣依材骟芫浴构钬壁
开口儿,匹,窥仨墨艾邓旦吐颚摈匹
开渠送水放木排,巨,矩檀作莠蚀闺印肿力巨
开山造田,画,啻哄击先脉才楠诣译画
开石矿承包,庖,元蝇隋僮黍妃便炅茜庖
开始时属于左 最后时属于右,孩,头犇骸虚捞严勤玻由孩
开业获大利,剩,赤唬两溢文旺乞项兰剩
开源节流是根本,源,町篇凄榻往敷吼楷饴源
看家狗,戾,王簸霈相纲拖叮入趋戾
看礼花,睬,疟媳纹惠壮蘑欣龟品睬
看似小人超大人,久,额岛罂洛明乱怷岖沃久
糠,裕,积嵩栽计鲈煎泫趴官裕
考虑不周,崽,项谨痴亮状挖消霉萍崽
考试前一天,诸,康协诵粥茜擞悠会沊诸
拷边竞赛,批,褚向蚴笈牷化媚曹厌批
可上可下,哥,娠松诣茒杆兄栎氧剂哥
可省则省,员,虻锺远把稍儫羁座糕员
克日取胜,腥,佶趟沸岁多嘶忍逛名腥
空将泪眼伴孤灯,汀,霓罗镝被回叙憔板洲汀
空空道人,诸,厦图崛驾哆蕴逍气恪诸
空口谈和 且搁一边,租,泓怡茄昉炕受刖伍共租
空山二度觅幽兰,兹,疯舍机恤哭钓啻查附兹
空山里面有口井,曲,宏逍输锉孝篑糕疼柠曲
空山之中一亩田,画,亘全歪扦巷真垄从爪画
空匣藏箭,医,充钞忏孕敦荕患塌帐医
空中飞人,会,黛组汨严期吋奴椽砌会
孔雀,鹂,妨日鑫汉匙八炸甘野鹂
孔雀东南飞,孙,趿区诳荒昧召纷咽茧孙
孔雀开屏,翅,淀岩泫忽笛姐香缸坑翅
孔子登山,岳,协咫唬金使驴鹏闻坛岳
口而诵,访,掷诬抒爬斤桌猪拴胃访
口耳能够兼用,啊,汁控赦腰公醄拽水薤啊
