二口子相会去西湖,醐,囩翩娇露醐
二口子相会正黄昏,酉,崩即卅懂酉
二口子有个独生子,呵,婢参昉窥呵
二连 安阳 长春,大,白葩弟实大
二两人参,奏,馋莫蚪又奏
二龙消逝画楼东,桂,找秉轾姻桂
二楼四间一幢房 各有小窗却无墙,噩,七锺堤酒噩
二毛,芬,椅赤辇耳芬
二女相对泣,器,性朝垭敖器
二泉映月,沁,境电角祝沁
二人不拆开,奈,昨晶冀璐奈
二人传,徊,寨著陪贪徊
二人顶三人,奏,丙象鱼槎奏
二人顶三人 事情就办成,奏,加跎滦另奏
二人分庭坐江东,巫,氏郡鼯浪巫
二人赴前线,纵,辕煲靓村纵
二人合作 干劲冲天,夫,葆串罐睛夫
二人横目志难合,德,朽踏芢呈德
二人结同心,怂,耽卖注眹怂
二人庙旁立,待,祝麋踪其待
二人同行 后不见店 前不见村,俯,阕冉瞒厘俯
二人同行去投师,徒,虹侬冲湘徒
二人同心,怂,可诩犹峰怂
二人小组,余,沾二坚密余
二人一同到少林,待,穗谦辑允待
二人正直我相交,徐,粱垚习酤徐
二人转,仁,京贪糊供仁
二人走钢丝,丛,赖冐惊浮丛
二山倒映雪初融,帚,亲举忌郝帚
二山相叠,岳,燥活閤旺岳
二山相叠 隐入云层,屈,泣股羔垛屈
二山之上架小桥,崇,莒眭转滚崇
二十出人头 胆识过人,膜,造闺闱泮膜
二十方出头 坎坷在眼前,曲,宛麦物淅曲
二十年后方相聚,苦,椿械孟門苦
二十年后再相会,卉,砍单娶洳卉
二十七两半输去,堑,侣己咨里堑
二十七人,花,哔畜囲馋花
二十日吃不进口,乾,苦犹写葑乾
二十四桥明月落 孤帆一片日边来,螟,哇狼啜喳螟
二十四桥一女郎,甍,扉酿罢驻甍
二十四小时,旧,迪鳞牷殃旧
二十一家同入蜀,靶,筠屈望脆靶
二十一人小一点,恭,怫迟芔扭恭
二十载河东,苛,颍哉懿腌苛
二竖子,元,骄碍卦嚎元
二水交流 一川横渡,洋,掱苿帅飞洋
二水中分白鹭州,川,始湄昆蛇川
二水纵横 四方汇合,淄,韭官长竿淄
二胎杜绝后,朋,捺王参南朋
二万,芊,香防却称芊
二五耦,舍,郴伍霸亚舍
二五人家水月中,湖,憨坟吧閒湖
二小队集合,除,魂优宁谦除
二小姐,姿,臾树孴梅姿
二心集,惺,囩跨意气惺
二一二五,苹,疴停项季苹
二一添作五,力,旷璃渐箱力
二月春风草初长,蒯,粱晿哥酥蒯
二月卖新丝,绷,缶庵鲜泓绷
二月鸟来全,鹏,堪贵坊尔鹏
二月平,朋,扑姓栩沼朋
二月青犹短,十,冑佞图倡十
二月轻舟逐水流,恕,驱嘶赠喷恕
二中全会,串,鲩汆防匕串
二足并拢 以示服从,是,桁娬旺绌是
发生大火划禁区,烟,坊蟆肩苣烟
发言结束,皖,绦弄璃物皖
帆影归来带散香,棉,才谐躁敖棉
翻开日记写人生,借,囵徘控鳃借
凡心合随江水逝,恐,碳嗜丈煮恐
凡心难解红丝断,恐,炅钙楮玻恐
反串花旦 不须化装,昔,农掱家皛昔
方离故国心低沉,惑,衲邮壕径惑
芳草凋零,方,昂泪分裂方
芳草离离生塘边,坊,绡衙滋孤坊
防洪公约,测,匹袱侩荰测
房后竹篱月影残,翩,哈乍认拥翩
仿佛西湖半壁红,江,义人堆閒江
仿佛一峰船外影,舢,棵竖衔脅舢
放眼唯有一孤舟,舰,局哗他啁舰
放之于山下,退,矩臀邵狎退
飞蛾扑火,我,允硖翩蓟我
飞凫从西来,习,芕莳语忏习
飞凫昨日行,舴,庖臭骇易舴
飞鸿阵阵过横江,丝,问疚角槊丝
飞将军得子,床,干稔褚冑床
飞龙安可乘,驳,弱搬啊违驳
飞泉垂流,浴,乃真闱棘浴
飞泉挂碧峰,汕,酊坑痒兹汕
飞泉西注,浴,捺枝钻宋浴
飞入寻常百姓家,扇,霍过聿尥扇
飞舞蝴蝶戏蕊间,恋,切霈岌适恋
飞舞蝴蝶逐春水,滦,昧玩烤梢滦
飞雪迎春到,柏,浊俎旬汞柏
飞燕双双向灵台,怂,侑壤社胇怂
扉,顽,店蕴拂徒顽
肥胖症,瘸,瓜捞傲惕瘸
分工负责 肯定成绩,红,哽啃仇脊红
分离之日,钨,免陆赳孟钨
分明有大小 不应划等号,奈,选肪儆靥奈
分明有大小 怎能画等号,奈,台公昫真奈
分明月色若镰钩,旬,沼升迷闹旬
分田分到王家坳,噩,菌笛讦民噩
分田分到王家湾,噩,枣浛鸢投噩
分子比大小,丞,蚤野瞅宅丞
汾水横流映残月,忿,枢霜皫骇忿
份量不足,欣,田朩蛛影欣
奋力合作夺冠,男,株硖恍瞩男
丰收在望,稿,遥菲郓腰稿
丰衣足食,裕,铝超糯尘裕
风吹草低见牛羊,蓄,燮吐弄赚蓄
风光旖旎蝶双来,蠢,奻莹把疯蠢
风里来 雨里去 一蒿相助,希,鳅够漕髓希
风里走 雨里去 孑然一身,佩,扈连太竞佩
风流朋友半绝交,淆,私触脂嗦淆
风雨空中雁阵斜,佩,眭笃外殚佩
风雨前头夜归迟,夙,翻的政皇夙
风中点残烛,蚁,舅厘寓旧蚁
风中空候立终宵,夙,仑绚苦爹夙
封面,颇,争噬溃买颇
封山育林,困,详征衲风困
冯Ｏ为何再弹铗,软,接毓門找软
凤,鸭,多辆挼支鸭
凤冠,几,啜慑条歪几
佛殿有佛无人拜,弗,柔录都精弗
夫妻对泣,器,卒吸拉海器
夫妻恩爱二十载,莒,纽缆匹死莒
夫妻双双把家还,闾,示侣番柯闾
夫人何处去,二,县软趟六二
夫人一去不复还,丕,元侃唧季丕
夫人一去三十载,奔,表掮行射奔
凫,淮,擦特降翠淮
扶二人上车,撵,脀卒味秩撵
扶老携幼,雀,侍诈汨带雀
拂晓姑娘来,妲,狩怏槊靳妲
服装展览,裂,转油孴浔裂
斧头,父,炸鳃胷脌父
斧头把手已脱落,爸,诤屎勺闩爸
俯首甘为孺子牛,件,靳澎莳吸件
父女相会共丹心,姣,姥戥凳冀姣
付诸东流,信,闻抱尺鸽信
妇科病,嫉,筚岂册酷嫉
复习,羽,叔掩娟器羽
富士山下,画,涉乐腊泱画
该省则省,刻,橇楞姨叔刻
甘心独自归,廿,赈鄙髓羊廿
甘心去当配角,世,城沽同趟世
干部调配,障,峡士善绮障
干戈一别到异乡,绒,沧犹尺涔绒
干嚎,渺,佛缺洪霞渺
干劲冲天在前头,半,计小迥聘半
干了酒已是黄昏时候,酉,赻爷襄徘酉
干涉,步,耿仅苹㕣步
干校生,管,危湖盯霜管
干在前 谋利在后,刊,赻怵匹骑刊
干在前头,平,用娟妗电平
干在前头 还须严字当头,釜,衅疟注枉釜
干燥剂,法,溪庖玑谤法
刚被太阳收拾去,早,野防并婴早
刚满一斤,博,歆曾基颊博
刚去莆田遇雨来,蕾,蓟戒竿风蕾
刚想放下心 毛笔又丢了,箱,煌钎奴井箱
高低音调八人和,煜,做闻类春煜
高尔基,尚,杉侧沣凳尚
高空山山无云层,窟,获增聊召窟
高树矮树留下来,棵,橇歼耿烨棵
高温季节,淳,我偷蝇雌淳
戈壁滩上一棵草,莎,忮圆檀殚莎
个个不沾油水,笛,雉茗艾仁笛
个个参加射箭,前,泪巩屉词前
个个参加运动会,云,皱吋量继云
个个到延安,筵,殖恪嫁挖筵
个个都来管,官,鸢咕悦络官
个个都是节俭人,签,躺栋黄棠签
个个汗水直流,竺,娆政呓勇竺
个个会打曲棍球,等,爬舴抒钻等
个个见了开口笑,吞,脇货跕世吞
个个见了笑,夭,揪拜尘娑夭
个个节约自来水,箔,初讹恋几箔
个个另作安排,笳,香斌蛔容笳
个个入笼,龙,喝糖哟琳龙
个个同心助他人,答,抵触侣详答
个个为节能出力,筋,椅胃胄狲筋
个个一见即捧腹,大,幼婚娩牡大
个个以一当十,竿,弹碳恣尘竿
个个招工到贵阳,凡,蒂如豫搏凡
个人简历,使,湃侦别庐使
个人依靠集体,本,夾煜粪肼本
个人与个人 分工又合作,筮,测珅礼眯筮
个人与集体,本,嘴梵犑蛞本
个体承包,因,糗汾询呓因
各奔前程,扮,艰瀑趿秒扮
各不相让,筝,象广隋缁筝
各得了一个十环,略,卿谟场豉略
各方合作,咯,凳雌召隧咯
各自东西流,汾,啭仙相档汾
更无人倚玉栏杆,琦,揩尽兼燥琦
更著风和雨,汽,虹统缠曰汽
工部来春始扬名,埔,腐懂鄯柬埔
工人个个要团结,笑,泓孕洵妮笑
工人团结紧 齐向党中央,吴,耍翩垓潸吴
工人团结如一家,娱,螺钩慎而娱
工人知巧作安排,喉,凬恕体较喉
工资调整一次排出,贡,枪窜移檀贡
工作大变样,全,骞主圭泺全
工作为公应称颂,项,杞求房蝇项
弓,娟,嗫跌尢坟娟
弓弦搭箭,矧,莺囼愕纱矧
弓弦落在草田中,蓄,阐燊拉知蓄
弓砚缘,斌,哟筑愿寄斌
公尺,来,脉库暑卒来
公而忘私,八,查玉研控八
公而忘私启后人,谷,烂消帐冠谷
公字当头应推广,兴,衷锯唬笌兴
功字前面频让步,项,驸销踵谦项
宫,琚,膏滞图溺琚
攻克湘东,瞄,颗伺庚划瞄
巩固前沿,涸,富孔觥超涸
巩固中原根据地,楮,肋廿僧憾楮
拱手让人,共,器莠吾嗜共
共此灯烛光,焱,累姝物谨焱
共二斤,斯,奁娑谢巨斯
共回头把手招,拼,笞啜碜棺拼
共建江西意义大,洪,器鹊痒抽洪
共去空中揽日月,腊,敫附已计腊
共三十六夜,梦,又侔扏挡梦
共食不饱,我,阐有立略我
共同安排离间计,调,道姹瀚隙调
共同的期望,月,醐演啥耍月
共同等候在梅前,棋,昃耗寿澧棋
共同复习,翕,馈势戎权翕
共同改变旧体制,黄,污暇筋門黄
共有白云心,其,挼吹溅侃其
佝偻,躬,妹卵笕案躬
狗洞,突,嫂污棺甍突
狗仗人势,伏,粕稀伪些伏
孤帆半隐江水流,巩,怕廿恻妨巩
孤月高悬轩窗上 双星低垂翠楼前,翻,逼盗妹沈翻
古币,错,奖槐窖课错
古来江左一轮圆,湖,尹奶妒溽湖
古来征战几人回,笑,簸雨俭疤笑
古梅半放人相偎,保,娱恨捏娟保
古钱串起缺一枚,南,霸啮屉厂南
古桥错映留残红,嗦,倡肃满娔嗦
古尸解剖,剧,于珅侧凝剧
古寺倚修竹,等,莠丑嘈清等
古台之下草自生,莒,萧绩潺界莒
古田改革旧貌改,茴,声瞎每囱茴
古调,田,胜构薇辨田
古稀回归故园中,辕,畛轲甾疚辕
古稀人格在,哗,熔趋巴柘哗
古稀犹画眉,鸨,胀徒忠閒鸨
古稀之年垂钓钩,轧,剁闻朕替轧
古稀之年雄心在,华,墟证上炳华
古稀之翁传佳话 点滴助人谱新篇,烨,岛茗音仵烨
古运河畔,沽,虹渭尘碑沽
古运河畔新月影,活,赵晏靓厝活
谷,季,塘折粱讳季
故乡,野,额姚乔姻野
瓜熟蒂落,爪,稀卉躁净爪
刮骨疗毒,谬,藩荑伉向谬
鳏寡孤独,合,场无近割合
光明在前需努力,肋,嘲祈胥音肋
广寒宫,臀,倘日忙隆臀
广寒宫上度重阳,胃,妗艺刮玺胃
广寒买酒见微山,湖,皇崔雾糔湖
广积粮,饨,瓣滩字茄饨
广结慧心人,庚,异密胜筵庚
广阔天地 大有作为,庆,丁哭腰胄庆
广植草和树,麻,英脏砍针麻
广州在眼前,着,鸾门盏薨着
归帆西来,帅,狩用莘丑帅
归鸿云头过 飞入缺月中,夷,枝次轵夥夷
归来黄耳报平安,狞,舸沾爻抗狞
归去来辞,皈,玓垦浦殡皈
归卧南山陲,岿,甲缀月针岿
归雁洛阳边,洇,予恁肪郡洇
闺阁,姹,察偿斌调姹
闺中人侧立,佳,捍枯绔蘑佳
闺中少女,娃,隋独骇贝娃
桂花重开放,馥,鹊旭茒散馥
桂林宜人处 不在林木间,佳,可炉肿票佳
国际妇女大团结,姻,用泅廖螺姻
国内劳动力输出,莹,髓庇姥阜莹
国庆巧逢八月半,均,熹享郊吏均
果,楞,谈院皮别楞
果断有力,男,呖逼虎淡男
过春节,时,胰枝货佯时
海枯,每,湖获呈荨每
海棠开后残梅落,淌,船哭猛企淌
海味山珍,鲜,驮厝邪龟鲜
海峡两岸今团聚,涔,芊乐妩帛涔
汉寿侯独挡阵前,掷,们番昇伺掷
旱,泛,割酬弯凸泛
旱天雷,田,姐轻菇纭田
颔,吓,也霍汴拾吓
行不得也哥哥,竞,涧操私畩竞
行行重行行,兖,髓引俄漓兖
行乐须及春,栎,遭球浏沧栎
行人弓箭各在腰,夷,迷霁卜勤夷
行水入海流,毓,辜师玩纽毓
行者留信,储,亭答联罕储
行者休于树,公,脵随奖艋公
行舟却遇水纵横,愆,告乞婆骒愆
好榜样 在前头,婪,想姘嵊泄婪
号召上下用心改革,啁,旖皆嗜荰啁
禾高没了人,千,戈训富亘千
禾苗脱颖而出,顷,盟蓬戎云顷
合二而一,面,对材祈眸面
合金小挂锁,贝,硬仔窜孵贝
合十,拼,悟汾穹坎拼
合十而坐,丛,杭祥证濡丛
合十见如来,姑,鸣菲显郴姑
合纵连横,舍,笔捞刊亵舍
合纵连横千古在,舌,析骚愿缌舌
何处觅芳踪,荷,呆谨辰帐荷
何需杀人灭口,丁,讫惑钼尽丁
和哥哥度“六一”,竞,尝闺叫档竞
和局,抨,弱禽诵朵抨
河边一棵弯头树,滦,伞甭俟仕滦
河灯半明灭,汀,故叩狮慕汀
褐衣破落 羞丑难遮,羯,桑箸林匀羯
恨其把心变,恳,茫晖伉忘恳
横斜枝乱划参差,著,仕诬侑亦著
烘云托月,育,栓尢酣彻育
红边黄盖蓝底白字,蕴,虔阔寺断蕴
红了樱桃,哧,支始吵煜哧
红梅半放,繁,旗哉隐愁繁
红娘,姝,倚拼位场姝
后半部续前半部,陪,洳蠲徉蒜陪
后备不足前功尽弃,务,溺卷特陌务
后发制人,仅,卷樵合扮仅
后悔村前曾相会,梅,宣材尼灿梅
后悔年初阔别去,母,恿旱销捞母
后来居上,尺,琬廉扇奥尺
后来者居上,屠,宙单此鹃屠
后勤上前方,另,伶攸小戈另
后遗症,瘤,笔炮另霉瘤
狐裘,被,果坡桌瞎被
胡心岛下横山隐,鸪,置丽嘴玉鸪
湖边新月照台前,泓,艮镂莅过泓
湖区古迹少 造林重安排,潸,站暴寻濡潸
湖中浮萍,苦,阁赎识愕苦
虎跑泉,演,罗汜柠刑演
户外星光映叠峦,屈,铝筵玺手屈
花残犹散二分香,稽,竺泪唧申稽
花草掩映独木桥,荣,翕伴廉窜荣
花落明年依旧开,馥,咄秆荕骥馥
花落人亡两不知,七,唢小囚虻七
划分三种人,何,熔夜嗟熹何
华沙姑娘,婆,亾坑鸳拗婆
化却冰冻柳新生,栋,础喋捱旖栋
画中包头,甸,仆支汊珊甸
画中人侧立,佃,嚎奁牵裸佃
怀古西江月,湖,敫谷雉扶湖
环山草色映秋波,瞄,骑窖菌垦瞄
幻觉,觑,氦油气缺觑
换岗,便,异帕痴翅便
皇城根儿,享,围跑阵逗享
皇袍,袭,畦巧裹洼袭
黄河由此水可清,共,透潜漫诈共
黄昏前后,昔,撵匪速脚昔
黄昏时节雨滴疏,酒,咒荟绉鸠酒
黄梅天,零,蝉迁恭聒零
蝗,豁,疼旬棋昫豁
挥泪各东西,浑,玫掱染冰浑
挥手告别,军,灻殿潺目军
回顾莆田三十载,哺,色蜃杜魄哺
回来团圆,贝,豫端泄怷贝
回来作一点调查,檀,配现亢净檀
回心转意太原来,姘,介激软勾姘
会当凌绝顶,云,介皛毳幼云
会后勿要说,人,呜莱乡丘人
会流于海水去悠悠,毓,畛丞反寓毓
会上一致同意,奇,监肒邾偓奇
会说话的眼睛,冒,切古粘鳃冒
喙,噙,仁念未湖噙
昏头昏脑,氏,萃造罂洼氏
火箭,矩,御兴掰内矩
火烧横山,灵,晕缕肰褚灵
火烧横山半毁林,棂,儒斐凳囼棂
火腿,人,缸侑柜副人
饥不择食,几,铝猫井很几
机床出厂展新容,梵,霍哧庐趿梵
机动,朵,倡釜怡吕朵
机构变动,朵,邀锗兵宙朵
机构改革,朵,娜杉粀灵朵
机构改革刚开始,剁,斐向诤古剁
鸡长角,酋,靠敝咄轩酋
积累点点滴滴 写成上集下集,樵,憔涢宅堑樵
激情奔放情难留,泊,厅奠抛荃泊
激战之前,沾,奥道与关沾
及第争先,闩,晖垚符柚闩
及早自立谱新篇,章,椒浑惜犄章
吉普在奔驰,辆,仃垚庚肮辆
集合号,韶,陪雌直忌韶
几处小桥流水,沉,念夷翁圆沉
几处早争暖树,栩,配她怷兹栩
几点残红,巩,搁筒擒婴巩
几点残红落幽篁,筑,哀食苆惠筑
几点飞雁横斜,伉,载晔饴降伉
几点工作,巩,甩虎路咫巩
几点画帆带晚红,蛩,正搏帕芹蛩
几点细雨滴滴金,湫,喷酬酥妪湫
几点细雨入秋来,湫,臆沊澳椿湫
几点细雨湿梅花,漉,减吞登棣漉
几点雁横塞,亢,儿苔涧瑰亢
几度暗香来,秃,岁畄惚褚秃
几度芳心盼雁归,伉,虫格畨螟伉
几朵分离又重逢,桑,辽拱渣埋桑
几回临水方离别,沿,心黟五昫沿
几可乱真,租,楠茵枸考租
几片残云落城西,垒,鸨娠妙匾垒
几片残云缀空中,垒,胕筠妹呓垒
己巳年末庚午头,驼,凄钍解哄驼
记者为人浑忌己,储,恋送泱猫储
祭江,湃,笌禽仔梨湃
寄人篱下,禽,刷翁缄昉禽
加工出口,功,烤沿舅闺功
加加减减,圭,余汨锄婀圭
加另减减得十分,封,统柠莽擒封
加一点有四边,方,狳能俶苿方
佳节又重阳,倡,暑何腔狩倡
家庭商场,闹,楂珍眵说闹
夹道春临花弄影,楷,橹聪砌堡楷
夹生饭,炊,蔑提醒评炊
甲乙丙丁,楠,洞徜峡缄楠
价格减半,休,词俩矩蜥休
稼轩选集,秆,轾暗俟汜秆
稼轩自传,辩,甍恰渊漩辩
尖端,小,浜坐开灵小
兼顾,盼,辫漾倩惶盼
减肥茶,杷,程爆筚在杷
见到子离方悟觉,学,版茑咕赴学
见人就笑,竺,糕计袱板竺
涧水流终日,门,惺迹您铝门
江边残月映长安,涨,继忡呓庐涨
江边放马伴停云,浒,周屎低略浒
江边就是王家门,润,虫怪怙冷润
江边老树枝已秃,澍,砖抄夸躬澍
江边留半影 纵横结相思,澎,许畄腫戒澎
江边柳畔迎来客,溧,徒屈秉粒溧
江边树里共谁来,汉,园伍踯冈汉
江边一月照画中,渭,奉砌味漩渭
江滨一曲寄相思,澧,归伞唤嗽澧
江东一别耳 悠然西北行,憨,共非驱聋憨
江东一战息干戈,玷,檄喜绸骡玷
江帆半掩入篁影,筑,技咨惑顶筑
江河东去晓星沉,浇,苴鲁污辰浇
江畔朝阳,汨,皇娔嘿泛汨
江畔逗留望雁飞,泾,堡挛贪弄泾
江畔孤舟溅浪花,沁,故米儆婚沁
江畔轻舟穿浪行,沁,脲爻荐断沁
江畔日出花影重,混,嬉粥阳倮混
江畔杨柳杜鹃鸣,潸,筷视源酤潸
江上落残梅,杠,迥台积朊杠
江水流,工,卦蟆雉绒工
江水南流,汞,螃洼荕拉汞
江水往下流,汞,惜绚富闭汞
江水真下侧帆过,巩,份砍旖韵巩
江头潮已平,工,慨措嫖液工
江西变化马飞腾,滕,韶渊淀渐滕
江西电大,淹,盘扒尊翠淹
江西分行,衍,娆浊歪丢衍
江西来了东北人,漆,泰脸脌婚漆
江西木偶,淋,半佼鳃俪淋
江西省变了样,渺,备你冗旧渺
江西省开放,弄,滞苿潮垂弄
江左残月上矣,泓,乾味悼租泓
江左当前明月归,消,辟具忧往消
将相和,斌,靖阵激显斌
姜姑娘变了心,恙,卷网蜂婵恙
匠心独运竟出错,区,沏忌见泽区
交换思想,惕,章畸翌拴惕
交易所,阅,寓螶述骂阅
脚,促,衷猛乘阍促
皆大欢喜,筷,咪荫岬菹筷
接连两球落点刁,羽,纸虮泄缠羽
街心流水洗尘埃,衍,堑枢儿财衍
节日晚会露一手,挽,悄隆吕畩挽
节日有闲心,杳,滂夯汲尚杳
节日有鱼,鲁,瞄犑獐戚鲁
